,region,constituency,name,txx_trend
185,185,,E14001248,0.0
186,186,,E14001249,0.2775402367115021
187,187,,E14001250,0.1895030438899994
188,188,,E14001251,0.0
189,189,,E14001252,0.0
190,190,,E14001253,0.2456570416688919
191,191,,E14001254,0.3459848165512085
192,192,,E14001255,0.0
193,193,,E14001256,0.12445992231369019
194,194,,E14001257,0.3499701917171478
195,195,,E14001258,0.31603842973709106
196,196,,E14001259,0.0
197,197,,E14001260,0.0
198,198,,E14001261,0.0
199,199,,E14001262,0.0
200,200,,E14001263,0.23878873884677887
201,201,,E14001264,0.3236367702484131
202,202,,E14001265,0.0
203,203,,E14001266,0.2712399363517761
204,204,,E14001267,0.3269517421722412
205,205,,E14001268,0.30681055784225464
206,206,,E14001269,0.1984194964170456
207,207,,E14001270,0.32184892892837524
208,208,,E14001271,0.0
209,209,,E14001272,0.10664667934179306
210,210,,E14001273,0.2065703272819519
211,211,,E14001274,0.0
212,212,,E14001275,0.0
213,213,,E14001276,0.0
214,214,,E14001277,0.24493443965911865
215,215,,E14001278,0.30609357357025146
216,216,,E14001279,0.0
217,217,,E14001280,0.2697407603263855
218,218,,E14001281,0.20145058631896973
219,219,,E14001282,0.3494735658168793
220,220,,E14001283,0.3224821090698242
221,221,,E14001284,0.32147645950317383
222,222,,E14001285,0.20397531986236572
223,223,,E14001286,0.2596282660961151
224,224,,E14001287,0.23289577662944794
225,225,,E14001288,0.25770077109336853
226,226,,E14001289,0.3102465867996216
227,227,,E14001290,0.0
228,228,,E14001291,0.15770676732063293
229,229,,E14001292,0.34486740827560425
230,230,,E14001293,0.0
231,231,,E14001294,0.25335222482681274
232,232,,E14001295,0.0
233,233,,E14001296,0.0
234,234,,E14001297,0.0
235,235,,E14001298,0.2842343747615814
236,236,,E14001299,0.24891984462738037
237,237,,E14001300,0.34505364298820496
238,238,,E14001301,0.0
239,239,,E14001302,0.0
240,240,,E14001303,0.0
241,241,,E14001304,0.24375496804714203
242,242,,E14001305,0.0
243,243,,E14001306,0.0
244,244,,E14001307,0.0
245,245,,E14001308,0.22482120990753174
246,246,,E14001309,0.2543868124485016
247,247,,E14001310,0.33231526613235474
248,248,,E14001311,0.2746325135231018
249,249,,E14001312,0.3277339041233063
250,250,,E14001313,0.0
251,251,,E14001314,0.13025178015232086
252,252,,E14001315,0.0
253,253,,E14001316,0.19563841819763184
254,254,,E14001317,0.22005364298820496
255,255,,E14001318,0.24033179879188538
256,256,,E14001319,0.0
257,257,,E14001320,0.2221767008304596
258,258,,E14001321,0.0
259,259,,E14001322,0.20731525123119354
260,260,,E14001323,0.21811680495738983
261,261,,E14001324,0.0
262,262,,E14001325,0.21454112231731415
263,263,,E14001326,0.0
264,264,,E14001327,0.0
265,265,,E14001328,0.0
266,266,,E14001329,0.25163885951042175
267,267,,E14001330,0.24673625826835632
268,268,,E14001331,0.0
269,269,,E14001332,0.0
270,270,,E14001333,0.0
271,271,,E14001334,0.0
272,272,,E14001335,0.23515717685222626
273,273,,E14001336,0.0
274,274,,E14001337,0.0
275,275,,E14001338,0.2140941619873047
276,276,,E14001339,0.0
277,277,,E14001340,0.2313021421432495
278,278,,E14001341,0.0
279,279,,E14001342,0.2783075273036957
280,280,,E14001343,0.11566872149705887
281,281,,E14001344,0.10909564793109894
282,282,,E14001345,0.30829110741615295
283,283,,E14001346,0.3088870644569397
284,284,,E14001347,0.24528828263282776
285,285,,E14001348,0.29211363196372986
286,286,,E14001349,0.34691599011421204
287,287,,E14001350,0.2529052495956421
288,288,,E14001351,0.264985591173172
289,289,,E14001352,0.2532404661178589
290,290,,E14001353,0.0
291,291,,E14001354,0.0
292,292,,E14001355,0.2602801024913788
293,293,,E14001356,0.21678337454795837
294,294,,E14001357,0.2743965983390808
295,295,,E14001358,0.23741060495376587
296,296,,E14001359,0.3156212866306305
297,297,,E14001360,0.280411958694458
298,298,,E14001361,0.22850863635540009
299,299,,E14001362,0.25132226943969727
300,300,,E14001363,0.18468165397644043
301,301,,E14001364,0.2697221636772156
302,302,,E14001365,0.24722003936767578
303,303,,E14001366,0.2433452606201172
304,304,,E14001367,0.0
305,305,,E14001368,0.11561382561922073
306,306,,E14001369,0.3071364760398865
307,307,,E14001370,0.3072109818458557
308,308,,E14001371,0.33022943139076233
309,309,,E14001372,0.2464299201965332
310,310,,E14001373,0.20162396132946014
311,311,,E14001374,0.1811308115720749
312,312,,E14001375,0.24589912593364716
313,313,,E14001376,0.2518027424812317
314,314,,E14001377,0.17399805784225464
315,315,,E14001378,0.1286781132221222
316,316,,E14001379,0.0
317,317,,E14001380,0.2295515537261963
318,318,,E14001381,0.16744264960289001
319,319,,E14001382,0.14839094877243042
320,320,,E14001383,0.24123460054397583
321,321,,E14001384,0.30672207474708557
322,322,,E14001385,0.15443289279937744
323,323,,E14001386,0.22932806611061096
324,324,,E14001387,0.15287630259990692
325,325,,E14001388,0.1895858198404312
326,326,,E14001389,0.18225565552711487
327,327,,E14001390,0.2819683253765106
328,328,,E14001391,0.25442489981651306
329,329,,E14001392,0.272583931684494
330,330,,E14001393,0.3123696446418762
331,331,,E14001394,0.20304429531097412
332,332,,E14001395,0.2017199695110321
333,333,,E14001396,0.20873859524726868
334,334,,E14001397,0.15822672843933105
335,335,,E14001398,0.1995151787996292
336,336,,E14001399,0.22426250576972961
337,337,,E14001400,0.24555522203445435
338,338,,E14001401,0.27005115151405334
339,339,,E14001402,0.3204428553581238
340,340,,E14001403,0.24701495468616486
341,341,,E14001404,0.26611852645874023
342,342,,E14001405,0.21347960829734802
343,343,,E14001406,0.0
344,344,,E14001407,0.28787991404533386
345,345,,E14001408,0.22258640825748444
346,346,,E14001409,0.0
347,347,,E14001410,0.0
348,348,,E14001411,0.2758864760398865
349,349,,E14001412,0.2752160429954529
350,350,,E14001413,0.24258790910243988
351,351,,E14001414,0.0
352,352,,E14001415,0.23733612895011902
353,353,,E14001416,0.0
354,354,,E14001417,0.3411427140235901
355,355,,E14001418,0.22712428867816925
356,356,,E14001419,0.0
357,357,,E14001420,0.2605035603046417
358,358,,E14001421,0.0
359,359,,E14001422,0.24771863222122192
360,360,,E14001423,0.23439829051494598
361,361,,E14001424,0.25017276406288147
362,362,,E14001425,0.27085813879966736
363,363,,E14001426,0.13800841569900513
364,364,,E14001427,0.0
365,365,,E14001428,0.23733612895011902
366,366,,E14001429,0.0
367,367,,E14001430,0.0
368,368,,E14001431,0.0
369,369,,E14001432,0.0
370,370,,E14001433,0.0
371,371,,E14001434,0.0
372,372,,E14001435,0.0
373,373,,E14001436,0.2551586627960205
374,374,,E14001437,0.3016798198223114
375,375,,E14001438,0.0
376,376,,E14001439,0.2609226107597351
377,377,,E14001440,0.09077026695013046
378,378,,E14001441,0.222983717918396
379,379,,E14001442,0.3365241289138794
380,380,,E14001443,0.2611553966999054
381,381,,E14001444,0.20471300184726715
382,382,,E14001445,0.0
383,383,,E14001446,0.24906882643699646
384,384,,E14001447,0.3421856462955475
385,385,,E14001448,0.0
386,386,,E14001449,0.21353547275066376
387,387,,E14001450,0.25924184918403625
388,388,,E14001451,0.25730034708976746
389,389,,E14001452,0.0
390,390,,E14001453,0.2487584352493286
391,391,,E14001454,0.3109356164932251
392,392,,E14001455,0.22208356857299805
393,393,,E14001456,0.31380361318588257
394,394,,E14001457,0.27817094326019287
395,395,,E14001458,0.2661312222480774
396,396,,E14001459,0.2508194148540497
397,397,,E14001460,0.2012978345155716
398,398,,E14001461,0.1155494898557663
399,399,,E14001462,0.19050952792167664
400,400,,E14001463,0.20783670246601105
401,401,,E14001464,0.21629171073436737
402,402,,E14001465,0.34120479226112366
403,403,,E14001466,0.24594010412693024
404,404,,E14001467,0.0
405,405,,E14001468,0.23739197850227356
406,406,,E14001469,0.0
407,407,,E14001470,0.26225417852401733
408,408,,E14001471,0.256974458694458
409,409,,E14001472,0.21424314379692078
410,410,,E14001473,0.1940368115901947
411,411,,E14001474,0.3140457272529602
412,412,,E14001475,0.22336193919181824
413,413,,E14001476,0.21655555069446564
414,414,,E14001477,0.30266687273979187
415,415,,E14001478,0.2158074975013733
416,416,,E14001479,0.23417013883590698
417,417,,E14001480,0.35071516036987305
418,418,,E14001481,0.29782480001449585
419,419,,E14001482,0.2209876924753189
420,420,,E14001483,0.25105223059654236
421,421,,E14001484,0.1715211719274521
422,422,,E14001485,0.17530791461467743
423,423,,E14001486,0.11509858071804047
424,424,,E14001487,0.25248438119888306
425,425,,E14001488,0.2591775953769684
426,426,,E14001489,0.21363089978694916
427,427,,E14001490,0.2858453094959259
428,428,,E14001491,0.250633180141449
429,429,,E14001492,0.0
430,430,,E14001493,0.19166775047779083
431,431,,E14001494,0.2274424433708191
432,432,,E14001495,0.1436745822429657
433,433,,E14001496,0.3130214810371399
434,434,,E14001497,0.26754555106163025
435,435,,E14001498,0.20083434879779816
436,436,,E14001499,0.22027713060379028
437,437,,E14001500,0.0
438,438,,E14001501,0.2192217856645584
439,439,,E14001502,0.0
440,440,,E14001503,0.3387589454650879
441,441,,E14001504,0.20622578263282776
442,442,,E14001505,0.0
443,443,,E14001506,0.22456048429012299
444,444,,E14001507,0.0
445,445,,E14001508,0.158671036362648
446,446,,E14001509,0.24687126278877258
447,447,,E14001510,0.24161948263645172
448,448,,E14001511,0.09731636941432953
449,449,,E14001512,0.2949288487434387
450,450,,E14001513,0.21784862875938416
451,451,,E14001514,0.2390773892402649
452,452,,E14001515,0.24184295535087585
453,453,,E14001516,0.3121275305747986
454,454,,E14001517,0.24962753057479858
455,455,,E14001518,0.12603360414505005
456,456,,E14001519,0.1634758561849594
457,457,,E14001520,0.23022198677062988
458,458,,E14001521,0.24318385124206543
459,459,,E14001522,0.22590136528015137
460,460,,E14001523,0.21387812495231628
461,461,,E14001524,0.2043355256319046
462,462,,E14001525,0.0
463,463,,E14001526,0.24595607817173004
464,464,,E14001527,0.3368593454360962
465,465,,E14001528,0.0
466,466,,E14001529,0.21774433553218842
467,467,,E14001530,0.19371089339256287
468,468,,E14001531,0.09129171073436737
469,469,,E14001532,0.29160457849502563
470,470,,E14001533,0.28713497519493103
471,471,,E14001534,0.0
472,472,,E14001535,0.0
473,473,,E14001536,0.24173122644424438
474,474,,E14001537,0.0
475,475,,E14001538,0.24284863471984863
476,476,,E14001539,0.23606228828430176
477,477,,E14001540,0.16763508319854736
478,478,,E14001541,0.20541566610336304
479,479,,E14001542,0.22653457522392273
480,480,,E14001543,0.2123212069272995
481,481,,E14001544,0.16659760475158691
482,482,,E14001545,0.21554678678512573
483,483,,E14001546,0.3428933322429657
484,484,,E14001547,0.0
485,485,,E14001548,0.13834528625011444
486,486,,E14001549,0.3279449939727783
487,487,,E14001550,0.0
488,488,,E14001551,0.0
489,489,,E14001552,0.1402711570262909
490,490,,E14001553,0.0
491,491,,E14001554,0.15679007768630981
492,492,,E14001555,0.3200424313545227
493,493,,E14001556,0.0
494,494,,E14001557,0.0
495,495,,E14001558,0.0
496,496,,E14001559,0.0
497,497,,E14001560,0.2299240231513977
498,498,,E14001561,0.20325535535812378
499,499,,E14001562,0.22210219502449036
500,500,,E14001563,0.0
501,501,,E14001564,0.2391798198223114
502,502,,E14001565,0.0
503,503,,E14001566,0.24303486943244934
504,504,,E14001567,0.10721468925476074
505,505,,E14001568,0.0
506,506,,E14001569,0.2359992414712906
507,507,,E14001570,0.3467805087566376
508,508,,E14001571,0.2864273190498352
509,509,,E14001572,0.22909992933273315
510,510,,E14001573,0.319688618183136
511,511,,E14001574,0.0
512,512,,E14001575,0.1787233203649521
513,513,,E14001576,0.0
514,514,,E14001577,0.2163972407579422
515,515,,E14001578,0.2671055495738983
516,516,,E14001579,0.21080969274044037
517,517,,E14001580,0.23772884905338287
518,518,,E14001581,0.0
519,519,,E14001582,0.19921551644802094
520,520,,E14001583,0.22422218322753906
521,521,,E14001584,0.23886322975158691
522,522,,E14001585,0.253389447927475
523,523,,E14001586,0.0
524,524,,E14001587,0.24248681962490082
525,525,,E14001588,0.3058328330516815
526,526,,E14001589,0.0
527,527,,E14001590,0.24441298842430115
528,528,,E14001591,0.2548718750476837
529,529,,E14001592,0.3046036958694458
530,530,,E14001593,0.27894067764282227
531,531,,E14001594,0.21279051899909973
532,532,,E14001595,0.0
533,533,,E14001596,0.0
534,534,,E14001597,0.21338647603988647
535,535,,E14001598,0.2504841983318329
536,536,,E14001599,0.0
537,537,,E14001600,0.2848070561885834
538,538,,E14001601,0.18984654545783997
539,539,,E14001602,0.24396604299545288
540,540,,E14001603,0.17875632643699646
541,541,,E14001604,0.0
542,542,,E14001605,0.20522943139076233
543,543,,N05000001,0.09051884710788727
544,544,,N05000002,0.0
545,545,,N05000003,0.06752830743789673
546,546,,N05000004,0.08250148594379425
547,547,,N05000005,0.12353961914777756
548,548,,N05000006,0.09856000542640686
549,549,,N05000007,0.046652086079120636
550,550,,N05000008,0.1276538372039795
551,551,,N05000009,0.06640026718378067
552,552,,N05000010,0.08229368925094604
553,553,,N05000011,0.04241112619638443
554,554,,N05000012,0.1147310733795166
555,555,,N05000013,0.0
556,556,,N05000014,0.09255623817443848
557,557,,N05000015,0.049617599695920944
558,558,,N05000016,0.07184478640556335
559,559,,N05000017,0.06317789107561111
560,560,,N05000018,0.0735854059457779
561,561,,S14000021,0.23457518219947815
562,562,,S14000027,0.16631436347961426
563,563,,S14000045,0.1847437471151352
564,564,,S14000048,0.21361227333545685
565,565,,S14000051,0.15756428241729736
566,566,,S14000060,0.03525402024388313
567,567,,S14000061,0.026948003098368645
568,568,,S14000062,0.11808039247989655
569,569,,S14000063,0.21442937850952148
570,570,,S14000064,0.1631406545639038
571,571,,S14000065,0.14439955353736877
572,572,,S14000066,0.11484281718730927
573,573,,S14000067,0.1946510225534439
574,574,,S14000068,0.19248732924461365
575,575,,S14000069,0.17617475986480713
576,576,,S14000070,0.0
577,577,,S14000071,0.12355979532003403
578,578,,S14000072,0.1910136193037033
579,579,,S14000073,0.1569606363773346
580,580,,S14000074,0.18966086208820343
581,581,,S14000075,0.0
582,582,,S14000076,0.15081198513507843
583,583,,S14000077,0.22725464403629303
584,584,,S14000078,0.0
585,585,,S14000079,0.0
586,586,,S14000080,0.18351459503173828
587,587,,S14000081,0.1874813735485077
588,588,,S14000082,0.0
589,589,,S14000083,0.18924438953399658
590,590,,S14000084,0.0
591,591,,S14000085,0.2113378942012787
592,592,,S14000086,0.20902860164642334
593,593,,S14000087,0.0
594,594,,S14000088,0.0
595,595,,S14000089,0.0
596,596,,S14000090,0.09896454215049744
597,597,,S14000091,0.10668578743934631
598,598,,S14000092,0.21015220880508423
599,599,,S14000093,0.2093265801668167
600,600,,S14000094,0.20603631436824799
601,601,,S14000095,0.2045217603445053
602,602,,S14000096,0.10549203306436539
603,603,,S14000097,0.18042312562465668
604,604,,S14000098,0.20200105011463165
605,605,,S14000099,0.2200256884098053
606,606,,S14000100,0.0872616171836853
607,607,,S14000101,0.2079298347234726
608,608,,S14000102,0.22212082147598267
609,609,,S14000103,0.12215909361839294
610,610,,S14000104,0.23515717685222626
611,611,,S14000105,0.17727844417095184
612,612,,S14000106,0.1978669911623001
613,613,,S14000107,0.1808759570121765
614,614,,S14000108,0.19192875921726227
615,615,,S14000109,0.20994114875793457
616,616,,S14000110,0.21662694215774536
617,617,,S14000111,0.11728506535291672
618,618,,W07000081,0.1503712385892868
619,619,,W07000082,0.19776147603988647
620,620,,W07000083,0.21675916016101837
621,621,,W07000084,0.17895187437534332
622,622,,W07000085,0.16343766450881958
623,623,,W07000086,0.153828963637352
624,624,,W07000087,0.15663763880729675
625,625,,W07000088,0.17818832397460938
626,626,,W07000089,0.0
627,627,,W07000090,0.17848628759384155
628,628,,W07000091,0.0
629,629,,W07000092,0.17293652892112732
630,630,,W07000093,0.2057005614042282
631,631,,W07000094,0.18802377581596375
632,632,,W07000095,0.18600082397460938
633,633,,W07000096,0.23881129920482635
634,634,,W07000097,0.14573152363300323
635,635,,W07000098,0.13379643857479095
636,636,,W07000099,0.16425804793834686
637,637,,W07000100,0.1496899276971817
638,638,,W07000101,0.2138846516609192
639,639,,W07000102,0.16239570081233978
640,640,,W07000103,0.1551884561777115
641,641,,W07000104,0.22454187273979187
642,642,,W07000105,0.18986517190933228
643,643,,W07000106,0.16332687437534332
644,644,,W07000107,0.1549898236989975
645,645,,W07000108,0.0
646,646,,W07000109,0.195731520652771
647,647,,W07000110,0.16725268959999084
648,648,,W07000111,0.20285804569721222
649,649,,W07000112,0.24712668359279633
