,region,constituency,name,maxtmax_anom
71,71,,E14001134,0.5892086029052734
72,72,,E14001135,0.0
73,73,,E14001136,0.4846792221069336
74,74,,E14001137,0.0
75,75,,E14001138,0.53631591796875
76,76,,E14001139,0.5165977478027344
77,77,,E14001140,0.0
78,78,,E14001141,0.4998054504394531
79,79,,E14001142,0.44719886779785156
80,80,,E14001143,0.5126113891601562
81,81,,E14001144,0.0
82,82,,E14001145,0.4906139373779297
83,83,,E14001146,0.5380179286003113
84,84,,E14001147,0.4461979866027832
85,85,,E14001148,0.5318975448608398
86,86,,E14001149,0.0
87,87,,E14001150,0.0
88,88,,E14001151,0.5701112747192383
89,89,,E14001152,0.43685829639434814
90,90,,E14001153,0.0
91,91,,E14001154,0.5843658447265625
92,92,,E14001155,0.5654057860374451
93,93,,E14001156,0.5185532569885254
94,94,,E14001157,0.6756172180175781
95,95,,E14001158,0.0
96,96,,E14001159,0.0
97,97,,E14001160,0.0
98,98,,E14001161,0.0
99,99,,E14001162,0.5514373779296875
100,100,,E14001163,0.0
101,101,,E14001164,0.499686062335968
102,102,,E14001165,0.0
103,103,,E14001166,0.5191330909729004
104,104,,E14001167,0.0
105,105,,E14001168,0.5969400405883789
106,106,,E14001169,0.0
107,107,,E14001170,0.4646644592285156
108,108,,E14001171,0.5066490173339844
109,109,,E14001172,0.0
110,110,,E14001173,0.32306385040283203
111,111,,E14001174,0.5171966552734375
112,112,,E14001175,0.0
113,113,,E14001176,0.0
114,114,,E14001177,0.4270153045654297
115,115,,E14001178,0.45529747009277344
116,116,,E14001179,0.5657830238342285
117,117,,E14001180,0.5306301116943359
118,118,,E14001181,0.5375118255615234
119,119,,E14001182,0.0
120,120,,E14001183,0.2320108413696289
121,121,,E14001184,0.0
122,122,,E14001185,0.4743995666503906
123,123,,E14001186,0.0
124,124,,E14001187,0.0
125,125,,E14001188,0.0
126,126,,E14001189,0.0
127,127,,E14001190,0.4153261184692383
128,128,,E14001191,0.5641117095947266
129,129,,E14001192,0.5213524699211121
130,130,,E14001193,0.5279541015625
131,131,,E14001194,0.0
132,132,,E14001195,0.46790623664855957
133,133,,E14001196,0.0
134,134,,E14001197,0.5585750341415405
135,135,,E14001198,0.5179195404052734
136,136,,E14001199,0.49575328826904297
137,137,,E14001200,0.5096502304077148
138,138,,E14001201,0.6083335876464844
139,139,,E14001202,0.5354785919189453
140,140,,E14001203,0.5524168014526367
141,141,,E14001204,0.0
142,142,,E14001205,0.5138149261474609
143,143,,E14001206,0.5192813873291016
144,144,,E14001207,0.0
145,145,,E14001208,0.0
146,146,,E14001209,0.0
147,147,,E14001210,0.5453720092773438
148,148,,E14001211,0.36419677734375
149,149,,E14001212,0.5938212275505066
150,150,,E14001213,0.0
151,151,,E14001214,0.5959949493408203
152,152,,E14001215,0.6075000762939453
153,153,,E14001216,0.0
154,154,,E14001217,0.612519383430481
155,155,,E14001218,0.0
156,156,,E14001219,0.0
157,157,,E14001220,0.5573463439941406
158,158,,E14001221,0.0
159,159,,E14001222,0.4449005126953125
160,160,,E14001223,0.5321903228759766
161,161,,E14001224,0.5163370966911316
162,162,,E14001225,0.0
163,163,,E14001226,0.5561809539794922
164,164,,E14001227,0.5802879333496094
165,165,,E14001228,0.5354652404785156
166,166,,E14001229,0.0
167,167,,E14001230,0.0
168,168,,E14001231,0.0
169,169,,E14001232,0.4955892562866211
170,170,,E14001233,0.0
171,171,,E14001234,0.5678386688232422
172,172,,E14001235,0.6300048828125
173,173,,E14001236,0.5569286346435547
174,174,,E14001237,0.0
175,175,,E14001238,0.0
176,176,,E14001239,0.48654651641845703
177,177,,E14001240,0.5914402008056641
178,178,,E14001241,0.6220035552978516
179,179,,E14001242,0.3823108673095703
180,180,,E14001243,0.44614410400390625
181,181,,E14001244,0.2913360595703125
182,182,,E14001245,0.0
183,183,,E14001246,0.0
184,184,,E14001247,0.6436667442321777
185,185,,E14001248,0.0
186,186,,E14001249,0.5840530395507812
187,187,,E14001250,0.4276866912841797
188,188,,E14001251,0.4605903625488281
189,189,,E14001252,0.48296356201171875
190,190,,E14001253,0.5592300295829773
191,191,,E14001254,0.5968227386474609
192,192,,E14001255,0.37813568115234375
193,193,,E14001256,0.420092910528183
194,194,,E14001257,0.0
195,195,,E14001258,0.0
196,196,,E14001259,0.5245685577392578
197,197,,E14001260,0.0
198,198,,E14001261,0.5444507598876953
199,199,,E14001262,0.0
200,200,,E14001263,0.0
201,201,,E14001264,0.0
202,202,,E14001265,0.5476093292236328
203,203,,E14001266,0.5343008041381836
204,204,,E14001267,0.5749855041503906
205,205,,E14001268,0.5245280265808105
206,206,,E14001269,0.4494190216064453
207,207,,E14001270,0.0
208,208,,E14001271,0.0
209,209,,E14001272,0.2688617706298828
210,210,,E14001273,0.523982048034668
211,211,,E14001274,0.4822063446044922
212,212,,E14001275,0.0
213,213,,E14001276,0.0
214,214,,E14001277,0.0
215,215,,E14001278,0.0
216,216,,E14001279,0.0
217,217,,E14001280,0.5534257888793945
218,218,,E14001281,0.6280673146247864
219,219,,E14001282,0.5653953552246094
220,220,,E14001283,0.5358753204345703
221,221,,E14001284,0.53271484375
222,222,,E14001285,0.3863382935523987
223,223,,E14001286,0.4775238037109375
224,224,,E14001287,0.43651342391967773
225,225,,E14001288,0.5049543380737305
226,226,,E14001289,0.5367631912231445
227,227,,E14001290,0.0
228,228,,E14001291,0.5569396018981934
229,229,,E14001292,0.5881156921386719
230,230,,E14001293,0.0
231,231,,E14001294,0.6117820739746094
232,232,,E14001295,0.2231597900390625
233,233,,E14001296,0.0
234,234,,E14001297,0.0
235,235,,E14001298,0.5470743179321289
236,236,,E14001299,0.4646167755126953
237,237,,E14001300,0.5251121520996094
238,238,,E14001301,0.0
239,239,,E14001302,0.5258159637451172
240,240,,E14001303,0.5241603851318359
241,241,,E14001304,0.47787952423095703
242,242,,E14001305,0.0
243,243,,E14001306,0.0
244,244,,E14001307,0.24276161193847656
245,245,,E14001308,0.42136701941490173
246,246,,E14001309,0.5126651525497437
247,247,,E14001310,0.0
248,248,,E14001311,0.5522384643554688
249,249,,E14001312,0.0
250,250,,E14001313,0.0
251,251,,E14001314,0.0
252,252,,E14001315,0.0
253,253,,E14001316,0.5672407150268555
254,254,,E14001317,0.4849700927734375
255,255,,E14001318,0.3432035446166992
256,256,,E14001319,0.4603309631347656
257,257,,E14001320,0.44931602478027344
258,258,,E14001321,0.0
259,259,,E14001322,0.0
260,260,,E14001323,0.0
261,261,,E14001324,0.0
262,262,,E14001325,0.4524822235107422
263,263,,E14001326,0.0
264,264,,E14001327,0.0
265,265,,E14001328,0.0
266,266,,E14001329,0.0
267,267,,E14001330,0.5067682266235352
268,268,,E14001331,0.0
269,269,,E14001332,0.0
270,270,,E14001333,0.0
271,271,,E14001334,0.0
272,272,,E14001335,0.5175685882568359
273,273,,E14001336,0.52178955078125
274,274,,E14001337,0.0
275,275,,E14001338,0.0
276,276,,E14001339,0.49349021911621094
277,277,,E14001340,0.0
278,278,,E14001341,0.0
279,279,,E14001342,0.5379219055175781
280,280,,E14001343,0.37155237793922424
281,281,,E14001344,0.43260765075683594
282,282,,E14001345,0.0
283,283,,E14001346,0.0
284,284,,E14001347,0.4359397888183594
285,285,,E14001348,0.5306415557861328
286,286,,E14001349,0.0
287,287,,E14001350,0.0
288,288,,E14001351,0.5909591913223267
289,289,,E14001352,0.0
290,290,,E14001353,0.0
291,291,,E14001354,0.0
292,292,,E14001355,0.5225677490234375
293,293,,E14001356,0.6147470474243164
294,294,,E14001357,0.5506714582443237
295,295,,E14001358,0.5381011962890625
296,296,,E14001359,0.5080776214599609
297,297,,E14001360,0.5355522036552429
298,298,,E14001361,0.48314476013183594
299,299,,E14001362,0.5164356231689453
300,300,,E14001363,0.5056470036506653
301,301,,E14001364,0.5124731063842773
302,302,,E14001365,0.5249176025390625
303,303,,E14001366,0.5669193267822266
304,304,,E14001367,0.34649658203125
305,305,,E14001368,0.29174232482910156
306,306,,E14001369,0.0
307,307,,E14001370,0.5040810704231262
308,308,,E14001371,0.0
309,309,,E14001372,0.37340763211250305
310,310,,E14001373,0.5133810043334961
311,311,,E14001374,0.5939121246337891
312,312,,E14001375,0.5494089126586914
313,313,,E14001376,0.5776805877685547
314,314,,E14001377,0.0
315,315,,E14001378,0.0
316,316,,E14001379,0.0
317,317,,E14001380,0.45432472229003906
318,318,,E14001381,0.5039520263671875
319,319,,E14001382,0.3215303421020508
320,320,,E14001383,0.4741191864013672
321,321,,E14001384,0.5263814926147461
322,322,,E14001385,0.5793555974960327
323,323,,E14001386,0.56089186668396
324,324,,E14001387,0.5858750343322754
325,325,,E14001388,0.6220926642417908
326,326,,E14001389,0.3458137512207031
327,327,,E14001390,0.5594291687011719
328,328,,E14001391,0.4929351806640625
329,329,,E14001392,0.5565805435180664
330,330,,E14001393,0.5747203826904297
331,331,,E14001394,0.6211080551147461
332,332,,E14001395,0.6112287640571594
333,333,,E14001396,0.42557492852211
334,334,,E14001397,0.3305678069591522
335,335,,E14001398,0.5248323082923889
336,336,,E14001399,0.6141815185546875
337,337,,E14001400,0.5193471908569336
338,338,,E14001401,0.5600070953369141
339,339,,E14001402,0.591076672077179
340,340,,E14001403,0.6093463897705078
341,341,,E14001404,0.504974365234375
342,342,,E14001405,0.502665638923645
343,343,,E14001406,0.0
344,344,,E14001407,0.0
345,345,,E14001408,0.0
346,346,,E14001409,0.0
347,347,,E14001410,0.0
348,348,,E14001411,0.0
349,349,,E14001412,0.5363025665283203
350,350,,E14001413,0.0
351,351,,E14001414,0.0
352,352,,E14001415,0.446990966796875
353,353,,E14001416,0.0
354,354,,E14001417,0.6106395721435547
355,355,,E14001418,0.45682430267333984
356,356,,E14001419,0.0
357,357,,E14001420,0.5336570739746094
358,358,,E14001421,0.0
359,359,,E14001422,0.4291105270385742
360,360,,E14001423,0.45486196875572205
361,361,,E14001424,0.3928457796573639
362,362,,E14001425,0.0
363,363,,E14001426,0.0
364,364,,E14001427,0.0
365,365,,E14001428,0.4755287170410156
366,366,,E14001429,0.4721641540527344
367,367,,E14001430,0.0
368,368,,E14001431,0.43523216247558594
369,369,,E14001432,0.0
370,370,,E14001433,0.0
371,371,,E14001434,0.0
372,372,,E14001435,0.0
373,373,,E14001436,0.0
374,374,,E14001437,0.0
375,375,,E14001438,0.0
376,376,,E14001439,0.547053337097168
377,377,,E14001440,0.0
378,378,,E14001441,0.5307064056396484
379,379,,E14001442,0.5965442657470703
380,380,,E14001443,0.4257793426513672
381,381,,E14001444,0.40874963998794556
382,382,,E14001445,0.5397357940673828
383,383,,E14001446,0.0
384,384,,E14001447,0.5778522491455078
385,385,,E14001448,0.5394172668457031
386,386,,E14001449,0.6283316612243652
387,387,,E14001450,0.4627037048339844
388,388,,E14001451,0.0
389,389,,E14001452,0.5153274536132812
390,390,,E14001453,0.5136947631835938
391,391,,E14001454,0.0
392,392,,E14001455,0.4738283157348633
393,393,,E14001456,0.5808334350585938
394,394,,E14001457,0.541386604309082
395,395,,E14001458,0.5668045878410339
396,396,,E14001459,0.0
397,397,,E14001460,0.6335856318473816
398,398,,E14001461,0.3498055040836334
399,399,,E14001462,0.4144833981990814
400,400,,E14001463,0.42267799377441406
401,401,,E14001464,0.455718994140625
402,402,,E14001465,0.6159286499023438
403,403,,E14001466,0.4944267272949219
404,404,,E14001467,0.0
405,405,,E14001468,0.0
406,406,,E14001469,0.0
407,407,,E14001470,0.0
408,408,,E14001471,0.5463428497314453
409,409,,E14001472,0.0
410,410,,E14001473,0.5429143905639648
411,411,,E14001474,0.0
412,412,,E14001475,0.4064214825630188
413,413,,E14001476,0.5329014658927917
414,414,,E14001477,0.0
415,415,,E14001478,0.0
416,416,,E14001479,0.5491256713867188
417,417,,E14001480,0.5902156829833984
418,418,,E14001481,0.5516341328620911
419,419,,E14001482,0.5641759037971497
420,420,,E14001483,0.5061569213867188
421,421,,E14001484,0.5135093927383423
422,422,,E14001485,0.5399875640869141
423,423,,E14001486,0.5408706665039062
424,424,,E14001487,0.5370317101478577
425,425,,E14001488,0.516848087310791
426,426,,E14001489,0.5060418248176575
427,427,,E14001490,0.524425208568573
428,428,,E14001491,0.4595041275024414
429,429,,E14001492,0.25087928771972656
430,430,,E14001493,0.5636427402496338
431,431,,E14001494,0.5419502258300781
432,432,,E14001495,0.5139490962028503
433,433,,E14001496,0.5335235595703125
434,434,,E14001497,0.5321846008300781
435,435,,E14001498,0.6248588562011719
436,436,,E14001499,0.0
437,437,,E14001500,0.5498695373535156
438,438,,E14001501,0.5467252731323242
439,439,,E14001502,0.5651016235351562
440,440,,E14001503,0.0
441,441,,E14001504,0.4316091537475586
442,442,,E14001505,0.0
443,443,,E14001506,0.4593944549560547
444,444,,E14001507,0.0
445,445,,E14001508,0.5468997955322266
446,446,,E14001509,0.0
447,447,,E14001510,0.49386024475097656
448,448,,E14001511,0.5480868220329285
449,449,,E14001512,0.5436426997184753
450,450,,E14001513,0.5038776397705078
451,451,,E14001514,0.4342341423034668
452,452,,E14001515,0.44887351989746094
453,453,,E14001516,0.0
454,454,,E14001517,0.0
455,455,,E14001518,0.3764781951904297
456,456,,E14001519,0.3928565979003906
457,457,,E14001520,0.0
458,458,,E14001521,0.4531974792480469
459,459,,E14001522,0.4681358337402344
460,460,,E14001523,0.5306968688964844
461,461,,E14001524,0.0
462,462,,E14001525,0.0
463,463,,E14001526,0.5231258273124695
464,464,,E14001527,0.0
465,465,,E14001528,0.49871063232421875
466,466,,E14001529,0.5762090682983398
467,467,,E14001530,0.46503105759620667
468,468,,E14001531,0.0
469,469,,E14001532,0.5366668701171875
470,470,,E14001533,0.5817149877548218
471,471,,E14001534,0.0
472,472,,E14001535,0.53472900390625
473,473,,E14001536,0.5603809356689453
474,474,,E14001537,0.5879878997802734
475,475,,E14001538,0.5141372680664062
476,476,,E14001539,0.48987770080566406
477,477,,E14001540,0.6283931732177734
478,478,,E14001541,0.5643310546875
479,479,,E14001542,0.5791397094726562
480,480,,E14001543,0.5541543960571289
481,481,,E14001544,0.41909822821617126
482,482,,E14001545,0.5944053530693054
483,483,,E14001546,0.0
484,484,,E14001547,0.0
485,485,,E14001548,0.6004965901374817
486,486,,E14001549,0.6337706446647644
487,487,,E14001550,0.5347385406494141
488,488,,E14001551,0.47284889221191406
489,489,,E14001552,0.5656969547271729
490,490,,E14001553,0.0
491,491,,E14001554,0.5443153381347656
492,492,,E14001555,0.6385211944580078
493,493,,E14001556,0.0
494,494,,E14001557,0.0
495,495,,E14001558,0.5533084869384766
496,496,,E14001559,0.0
497,497,,E14001560,0.0
498,498,,E14001561,0.5249423980712891
499,499,,E14001562,0.0
500,500,,E14001563,0.0
501,501,,E14001564,0.5094432830810547
502,502,,E14001565,0.0
503,503,,E14001566,0.5136184692382812
504,504,,E14001567,0.0
505,505,,E14001568,0.0
506,506,,E14001569,0.5176953077316284
507,507,,E14001570,0.6206378936767578
508,508,,E14001571,0.5210046768188477
509,509,,E14001572,0.6404755711555481
510,510,,E14001573,0.5219821929931641
511,511,,E14001574,0.0
512,512,,E14001575,0.5735260248184204
513,513,,E14001576,0.0
514,514,,E14001577,0.4624919891357422
515,515,,E14001578,0.5348965525627136
516,516,,E14001579,0.5745686292648315
517,517,,E14001580,0.39430955052375793
518,518,,E14001581,0.6157627105712891
519,519,,E14001582,0.4667675495147705
520,520,,E14001583,0.33884096145629883
521,521,,E14001584,0.0
522,522,,E14001585,0.48479557037353516
523,523,,E14001586,0.0
524,524,,E14001587,0.601274847984314
525,525,,E14001588,0.5583648681640625
526,526,,E14001589,0.45104026794433594
527,527,,E14001590,0.5703449249267578
528,528,,E14001591,0.5491867065429688
529,529,,E14001592,0.5631790161132812
530,530,,E14001593,0.5287284851074219
531,531,,E14001594,0.0
532,532,,E14001595,0.5677299499511719
533,533,,E14001596,0.0
534,534,,E14001597,0.5688343048095703
535,535,,E14001598,0.507537841796875
536,536,,E14001599,0.5385818481445312
537,537,,E14001600,0.5717449188232422
538,538,,E14001601,0.0
539,539,,E14001602,0.0
540,540,,E14001603,0.6216640472412109
541,541,,E14001604,0.0
542,542,,E14001605,0.4506784975528717
543,543,,N05000001,0.42136383056640625
544,544,,N05000002,0.0
545,545,,N05000003,0.4317188262939453
546,546,,N05000004,0.0
547,547,,N05000005,0.3891463279724121
548,548,,N05000006,0.3660491406917572
549,549,,N05000007,0.3932109773159027
550,550,,N05000008,0.0
551,551,,N05000009,0.42462021112442017
552,552,,N05000010,0.403893381357193
553,553,,N05000011,0.4409053325653076
554,554,,N05000012,0.3745330274105072
555,555,,N05000013,0.0
556,556,,N05000014,0.3932197690010071
557,557,,N05000015,0.429375559091568
558,558,,N05000016,0.372100830078125
559,559,,N05000017,0.4505990445613861
560,560,,N05000018,0.38626205921173096
561,561,,S14000021,0.3438091278076172
562,562,,S14000027,0.1760946661233902
563,563,,S14000045,0.3961338996887207
564,564,,S14000048,0.31362342834472656
565,565,,S14000051,0.3214978277683258
566,566,,S14000060,0.37066078186035156
567,567,,S14000061,0.0
568,568,,S14000062,0.29662275314331055
569,569,,S14000063,0.3969764709472656
570,570,,S14000064,0.37731170654296875
571,571,,S14000065,0.3758648931980133
572,572,,S14000066,0.32432493567466736
573,573,,S14000067,0.30183789134025574
574,574,,S14000068,0.396270751953125
575,575,,S14000069,0.2939423620700836
576,576,,S14000070,0.0
577,577,,S14000071,0.28578758239746094
578,578,,S14000072,0.39737701416015625
579,579,,S14000073,0.34812015295028687
580,580,,S14000074,0.40848374366760254
581,581,,S14000075,0.0
582,582,,S14000076,0.3510708808898926
583,583,,S14000077,0.36413002014160156
584,584,,S14000078,0.35994720458984375
585,585,,S14000079,0.0
586,586,,S14000080,0.3451099395751953
587,587,,S14000081,0.0
588,588,,S14000082,0.35440635681152344
589,589,,S14000083,0.41411590576171875
590,590,,S14000084,0.0
591,591,,S14000085,0.0
592,592,,S14000086,0.0
593,593,,S14000087,0.3488903045654297
594,594,,S14000088,0.0
595,595,,S14000089,0.0
596,596,,S14000090,0.28595638275146484
597,597,,S14000091,0.3383525013923645
598,598,,S14000092,0.39211082458496094
599,599,,S14000093,0.32216644287109375
600,600,,S14000094,0.29232412576675415
601,601,,S14000095,0.3867530822753906
602,602,,S14000096,0.3060256540775299
603,603,,S14000097,0.3724374771118164
604,604,,S14000098,0.36471185088157654
605,605,,S14000099,0.0
606,606,,S14000100,0.27275824546813965
607,607,,S14000101,0.0
608,608,,S14000102,0.34705987572669983
609,609,,S14000103,0.3608991801738739
610,610,,S14000104,0.3733510971069336
611,611,,S14000105,0.3686407208442688
612,612,,S14000106,0.3416786193847656
613,613,,S14000107,0.34810179471969604
614,614,,S14000108,0.41513264179229736
615,615,,S14000109,0.34235477447509766
616,616,,S14000110,0.3750167787075043
617,617,,S14000111,0.37975743412971497
618,618,,W07000081,0.5950336456298828
619,619,,W07000082,0.4827880859375
620,620,,W07000083,0.44167986512184143
621,621,,W07000084,0.6003971099853516
622,622,,W07000085,0.5616582036018372
623,623,,W07000086,0.0
624,624,,W07000087,0.59332275390625
625,625,,W07000088,0.5749645233154297
626,626,,W07000089,0.0
627,627,,W07000090,0.0
628,628,,W07000091,0.5548305511474609
629,629,,W07000092,0.0
630,630,,W07000093,0.5373237133026123
631,631,,W07000094,0.427654892206192
632,632,,W07000095,0.42258262634277344
633,633,,W07000096,0.45112600922584534
634,634,,W07000097,0.5505928993225098
635,635,,W07000098,0.5419435501098633
636,636,,W07000099,0.5750344395637512
637,637,,W07000100,0.5105075836181641
638,638,,W07000101,0.6143248081207275
639,639,,W07000102,0.5008680820465088
640,640,,W07000103,0.6034631729125977
641,641,,W07000104,0.5651187896728516
642,642,,W07000105,0.5735177993774414
643,643,,W07000106,0.5588264465332031
644,644,,W07000107,0.5724518895149231
645,645,,W07000108,0.0
646,646,,W07000109,0.6011905670166016
647,647,,W07000110,0.5621350407600403
648,648,,W07000111,0.49989762902259827
649,649,,W07000112,0.354809433221817
