,region,constituency,name,cdd_anom
613,613,,S14000107,-0.23393020033836365
614,614,,S14000108,-0.4026087522506714
615,615,,S14000109,-0.3423910140991211
616,616,,S14000110,-0.3230438232421875
617,617,,S14000111,-0.427493155002594
618,618,,W07000081,0.48477935791015625
619,619,,W07000082,-0.26340436935424805
620,620,,W07000083,-0.26482245326042175
621,621,,W07000084,0.47101402282714844
622,622,,W07000085,0.30365315079689026
623,623,,W07000086,0.0
624,624,,W07000087,0.2623184323310852
625,625,,W07000088,0.2688407897949219
626,626,,W07000089,0.0
627,627,,W07000090,0.0
628,628,,W07000091,0.17681121826171875
629,629,,W07000092,0.0
630,630,,W07000093,0.15372653305530548
631,631,,W07000094,-0.09722105413675308
632,632,,W07000095,-0.20145082473754883
633,633,,W07000096,-0.07294690608978271
634,634,,W07000097,0.22644925117492676
635,635,,W07000098,0.21974730491638184
636,636,,W07000099,0.15724532306194305
637,637,,W07000100,0.27560219168663025
638,638,,W07000101,0.23139995336532593
639,639,,W07000102,0.20724652707576752
640,640,,W07000103,0.42427492141723633
641,641,,W07000104,0.16811370849609375
642,642,,W07000105,0.3891305923461914
643,643,,W07000106,0.3224639892578125
644,644,,W07000107,0.1932382583618164
645,645,,W07000108,0.0
646,646,,W07000109,0.16086959838867188
647,647,,W07000110,0.10000228881835938
648,648,,W07000111,-0.06497637182474136
649,649,,W07000112,-0.30507293343544006
