,region,constituency,name,pr_jja_trend
140,140,,E14001203,0.06863386929035187
141,141,,E14001204,0.0
142,142,,E14001205,0.0
143,143,,E14001206,0.0728389173746109
144,144,,E14001207,0.0
145,145,,E14001208,0.0
146,146,,E14001209,0.07000935822725296
147,147,,E14001210,0.06728324294090271
148,148,,E14001211,0.06899246573448181
149,149,,E14001212,0.06662726402282715
150,150,,E14001213,0.0
151,151,,E14001214,0.07206082344055176
152,152,,E14001215,0.0793338268995285
153,153,,E14001216,0.0
154,154,,E14001217,0.0699053630232811
155,155,,E14001218,0.0
156,156,,E14001219,0.05307312309741974
157,157,,E14001220,0.07190605998039246
158,158,,E14001221,0.0
159,159,,E14001222,0.0
160,160,,E14001223,0.0
161,161,,E14001224,0.06272425502538681
162,162,,E14001225,0.0
163,163,,E14001226,0.06594046950340271
164,164,,E14001227,0.07837644219398499
165,165,,E14001228,0.07163145393133163
166,166,,E14001229,0.06958498805761337
167,167,,E14001230,0.0737568661570549
168,168,,E14001231,0.0
169,169,,E14001232,0.07083822786808014
170,170,,E14001233,0.0758044421672821
171,171,,E14001234,0.07394969463348389
172,172,,E14001235,0.05080588907003403
173,173,,E14001236,0.0
174,174,,E14001237,0.07916586101055145
175,175,,E14001238,0.06835701316595078
176,176,,E14001239,0.04130271077156067
177,177,,E14001240,0.07160305231809616
178,178,,E14001241,0.0774182453751564
179,179,,E14001242,0.10862239450216293
180,180,,E14001243,0.0888563022017479
181,181,,E14001244,0.0
182,182,,E14001245,0.07843279838562012
183,183,,E14001246,0.0
184,184,,E14001247,0.06293375790119171
185,185,,E14001248,0.0
186,186,,E14001249,0.07452670484781265
187,187,,E14001250,0.08826766908168793
188,188,,E14001251,0.0
189,189,,E14001252,0.0
190,190,,E14001253,0.08259651064872742
191,191,,E14001254,0.062390100210905075
192,192,,E14001255,0.0
193,193,,E14001256,0.0695464015007019
194,194,,E14001257,0.07278431951999664
195,195,,E14001258,0.07610597461462021
196,196,,E14001259,0.0
197,197,,E14001260,0.0
198,198,,E14001261,0.0
199,199,,E14001262,0.0
200,200,,E14001263,0.07397628575563431
201,201,,E14001264,0.07102706283330917
202,202,,E14001265,0.0
203,203,,E14001266,0.08034370839595795
204,204,,E14001267,0.05926882475614548
205,205,,E14001268,0.07019325345754623
206,206,,E14001269,0.09075760841369629
207,207,,E14001270,0.06806588172912598
208,208,,E14001271,0.0
209,209,,E14001272,0.07171246409416199
210,210,,E14001273,0.05070623382925987
211,211,,E14001274,0.0
212,212,,E14001275,0.0
213,213,,E14001276,0.0
214,214,,E14001277,0.07920822501182556
215,215,,E14001278,0.0691719725728035
216,216,,E14001279,0.0
217,217,,E14001280,0.06743749976158142
218,218,,E14001281,0.07570262253284454
219,219,,E14001282,0.042673420161008835
220,220,,E14001283,0.06459607183933258
221,221,,E14001284,0.06839050352573395
222,222,,E14001285,0.08014238625764847
223,223,,E14001286,0.09397764503955841
224,224,,E14001287,0.08508612960577011
225,225,,E14001288,0.07428700476884842
226,226,,E14001289,0.07243446260690689
227,227,,E14001290,0.0
228,228,,E14001291,0.06488016247749329
229,229,,E14001292,0.06403174996376038
230,230,,E14001293,0.0
231,231,,E14001294,0.0729072317481041
232,232,,E14001295,0.0
233,233,,E14001296,0.0
234,234,,E14001297,0.0
235,235,,E14001298,0.07851158082485199
236,236,,E14001299,0.11374189704656601
237,237,,E14001300,0.06656345725059509
238,238,,E14001301,0.0
239,239,,E14001302,0.0
240,240,,E14001303,0.0
241,241,,E14001304,0.08253967016935349
242,242,,E14001305,0.0
243,243,,E14001306,0.0
244,244,,E14001307,0.0
245,245,,E14001308,0.1103515475988388
246,246,,E14001309,0.07636872678995132
247,247,,E14001310,0.071678526699543
248,248,,E14001311,0.08346184343099594
249,249,,E14001312,0.07487239688634872
250,250,,E14001313,0.0
251,251,,E14001314,0.09556831419467926
252,252,,E14001315,0.0
253,253,,E14001316,0.067240409553051
254,254,,E14001317,0.1065586656332016
255,255,,E14001318,0.11248081177473068
256,256,,E14001319,0.0
257,257,,E14001320,0.09438593685626984
258,258,,E14001321,0.0
259,259,,E14001322,0.10005198419094086
260,260,,E14001323,0.09674995392560959
261,261,,E14001324,0.0
