,region,constituency,name,t_trend
227,227,,E14001290,0.0
228,228,,E14001291,0.17909087240695953
229,229,,E14001292,0.21447248756885529
230,230,,E14001293,0.0
231,231,,E14001294,0.21040959656238556
232,232,,E14001295,0.0
233,233,,E14001296,0.0
234,234,,E14001297,0.0
235,235,,E14001298,0.2220863550901413
236,236,,E14001299,0.18105553090572357
237,237,,E14001300,0.21539148688316345
238,238,,E14001301,0.0
239,239,,E14001302,0.0
240,240,,E14001303,0.0
241,241,,E14001304,0.1816910058259964
242,242,,E14001305,0.0
243,243,,E14001306,0.0
244,244,,E14001307,0.0
245,245,,E14001308,0.18012680113315582
246,246,,E14001309,0.20449061691761017
247,247,,E14001310,0.21723122894763947
248,248,,E14001311,0.21262745559215546
249,249,,E14001312,0.21529822051525116
250,250,,E14001313,0.0
251,251,,E14001314,0.18783962726593018
252,252,,E14001315,0.0
253,253,,E14001316,0.19383014738559723
254,254,,E14001317,0.16932296752929688
255,255,,E14001318,0.16899903118610382
256,256,,E14001319,0.0
257,257,,E14001320,0.19695451855659485
258,258,,E14001321,0.0
259,259,,E14001322,0.18672436475753784
260,260,,E14001323,0.19245049357414246
261,261,,E14001324,0.0
262,262,,E14001325,0.1855657547712326
263,263,,E14001326,0.0
264,264,,E14001327,0.0
265,265,,E14001328,0.0
266,266,,E14001329,0.1818847954273224
267,267,,E14001330,0.20797039568424225
268,268,,E14001331,0.0
269,269,,E14001332,0.0
270,270,,E14001333,0.0
271,271,,E14001334,0.0
272,272,,E14001335,0.19358904659748077
273,273,,E14001336,0.0
274,274,,E14001337,0.0
275,275,,E14001338,0.16897767782211304
276,276,,E14001339,0.0
277,277,,E14001340,0.17255091667175293
278,278,,E14001341,0.0
279,279,,E14001342,0.2080419659614563
280,280,,E14001343,0.20148685574531555
281,281,,E14001344,0.21751925349235535
282,282,,E14001345,0.21560220420360565
283,283,,E14001346,0.21644562482833862
284,284,,E14001347,0.18402749300003052
285,285,,E14001348,0.2120755910873413
286,286,,E14001349,0.21629038453102112
287,287,,E14001350,0.1800633668899536
288,288,,E14001351,0.2129201889038086
289,289,,E14001352,0.18378946185112
290,290,,E14001353,0.0
291,291,,E14001354,0.0
292,292,,E14001355,0.20169523358345032
293,293,,E14001356,0.1933230757713318
294,294,,E14001357,0.20928600430488586
295,295,,E14001358,0.20072844624519348
296,296,,E14001359,0.2185908854007721
297,297,,E14001360,0.21140901744365692
298,298,,E14001361,0.18907496333122253
299,299,,E14001362,0.1952112764120102
300,300,,E14001363,0.18270206451416016
301,301,,E14001364,0.20510262250900269
302,302,,E14001365,0.21579502522945404
303,303,,E14001366,0.20954567193984985
304,304,,E14001367,0.0
305,305,,E14001368,0.17084576189517975
306,306,,E14001369,0.2150125652551651
307,307,,E14001370,0.2157284915447235
308,308,,E14001371,0.2149452567100525
309,309,,E14001372,0.17278452217578888
310,310,,E14001373,0.18738479912281036
311,311,,E14001374,0.1875879317522049
312,312,,E14001375,0.20729272067546844
313,313,,E14001376,0.20386846363544464
314,314,,E14001377,0.16829419136047363
315,315,,E14001378,0.16650551557540894
316,316,,E14001379,0.0
317,317,,E14001380,0.1900671422481537
318,318,,E14001381,0.1612158864736557
319,319,,E14001382,0.17881089448928833
320,320,,E14001383,0.19735842943191528
321,321,,E14001384,0.22101423144340515
322,322,,E14001385,0.15007402002811432
323,323,,E14001386,0.19791275262832642
324,324,,E14001387,0.15158270299434662
325,325,,E14001388,0.185315802693367
326,326,,E14001389,0.17282326519489288
327,327,,E14001390,0.22299183905124664
328,328,,E14001391,0.1927294284105301
329,329,,E14001392,0.20718908309936523
330,330,,E14001393,0.22040851414203644
331,331,,E14001394,0.18588633835315704
332,332,,E14001395,0.19349220395088196
333,333,,E14001396,0.20851218700408936
334,334,,E14001397,0.15614047646522522
335,335,,E14001398,0.19167084991931915
336,336,,E14001399,0.18458333611488342
337,337,,E14001400,0.20086930692195892
338,338,,E14001401,0.22062325477600098
339,339,,E14001402,0.2181655466556549
340,340,,E14001403,0.20304949581623077
341,341,,E14001404,0.20335465669631958
342,342,,E14001405,0.2090306431055069
343,343,,E14001406,0.0
344,344,,E14001407,0.2127903550863266
345,345,,E14001408,0.2134767770767212
346,346,,E14001409,0.0
347,347,,E14001410,0.0
348,348,,E14001411,0.20552463829517365
349,349,,E14001412,0.20716843008995056
350,350,,E14001413,0.20209185779094696
351,351,,E14001414,0.0
352,352,,E14001415,0.1760149747133255
353,353,,E14001416,0.0
354,354,,E14001417,0.21533718705177307
355,355,,E14001418,0.18510587513446808
356,356,,E14001419,0.0
357,357,,E14001420,0.20858436822891235
358,358,,E14001421,0.0
359,359,,E14001422,0.18413445353507996
360,360,,E14001423,0.18238413333892822
361,361,,E14001424,0.15939314663410187
362,362,,E14001425,0.2213447093963623
363,363,,E14001426,0.15322242677211761
364,364,,E14001427,0.0
365,365,,E14001428,0.19965067505836487
366,366,,E14001429,0.0
367,367,,E14001430,0.0
368,368,,E14001431,0.0
369,369,,E14001432,0.0
370,370,,E14001433,0.0
371,371,,E14001434,0.0
372,372,,E14001435,0.0
373,373,,E14001436,0.20019161701202393
374,374,,E14001437,0.21251676976680756
375,375,,E14001438,0.0
376,376,,E14001439,0.2064763754606247
377,377,,E14001440,0.17231011390686035
378,378,,E14001441,0.1998407393693924
379,379,,E14001442,0.2152356654405594
380,380,,E14001443,0.17609746754169464
381,381,,E14001444,0.18134525418281555
382,382,,E14001445,0.0
383,383,,E14001446,0.1791762411594391
384,384,,E14001447,0.21411482989788055
385,385,,E14001448,0.0
386,386,,E14001449,0.19815345108509064
387,387,,E14001450,0.1807127594947815
388,388,,E14001451,0.2011740505695343
389,389,,E14001452,0.0
390,390,,E14001453,0.2030031681060791
391,391,,E14001454,0.21319377422332764
392,392,,E14001455,0.185552179813385
393,393,,E14001456,0.2146666944026947
394,394,,E14001457,0.20854896306991577
395,395,,E14001458,0.21330657601356506
396,396,,E14001459,0.1853146255016327
397,397,,E14001460,0.19252504408359528
398,398,,E14001461,0.1771710067987442
399,399,,E14001462,0.19728609919548035
400,400,,E14001463,0.16730202734470367
401,401,,E14001464,0.19893860816955566
402,402,,E14001465,0.21567972004413605
403,403,,E14001466,0.19104337692260742
404,404,,E14001467,0.0
405,405,,E14001468,0.18433012068271637
406,406,,E14001469,0.0
407,407,,E14001470,0.1975252628326416
408,408,,E14001471,0.20560844242572784
409,409,,E14001472,0.1803242266178131
410,410,,E14001473,0.19317351281642914
411,411,,E14001474,0.21554699540138245
412,412,,E14001475,0.18242023885250092
413,413,,E14001476,0.20792007446289062
414,414,,E14001477,0.21338589489459991
415,415,,E14001478,0.19632355868816376
416,416,,E14001479,0.1995851695537567
417,417,,E14001480,0.21393953263759613
418,418,,E14001481,0.2222282588481903
419,419,,E14001482,0.19419151544570923
420,420,,E14001483,0.19833210110664368
421,421,,E14001484,0.15339890122413635
422,422,,E14001485,0.18020187318325043
423,423,,E14001486,0.14994198083877563
424,424,,E14001487,0.21709923446178436
425,425,,E14001488,0.20501017570495605
426,426,,E14001489,0.2154652625322342
427,427,,E14001490,0.2119590789079666
428,428,,E14001491,0.1729847490787506
429,429,,E14001492,0.0
430,430,,E14001493,0.19071678817272186
431,431,,E14001494,0.21783031523227692
432,432,,E14001495,0.15485411882400513
433,433,,E14001496,0.21401801705360413
434,434,,E14001497,0.2200428545475006
435,435,,E14001498,0.19006545841693878
436,436,,E14001499,0.19136741757392883
437,437,,E14001500,0.0
438,438,,E14001501,0.21176786720752716
439,439,,E14001502,0.0
440,440,,E14001503,0.21594807505607605
441,441,,E14001504,0.1669086366891861
442,442,,E14001505,0.0
443,443,,E14001506,0.18190723657608032
444,444,,E14001507,0.0
445,445,,E14001508,0.14420020580291748
446,446,,E14001509,0.17593204975128174
447,447,,E14001510,0.18243607878684998
448,448,,E14001511,0.13252931833267212
449,449,,E14001512,0.22293725609779358
450,450,,E14001513,0.1911303699016571
451,451,,E14001514,0.18169960379600525
452,452,,E14001515,0.17632129788398743
453,453,,E14001516,0.218407541513443
454,454,,E14001517,0.18435077369213104
455,455,,E14001518,0.17637118697166443
456,456,,E14001519,0.1827716827392578
457,457,,E14001520,0.18814122676849365
458,458,,E14001521,0.1881353259086609
459,459,,E14001522,0.18773898482322693
460,460,,E14001523,0.1915937066078186
461,461,,E14001524,0.19555509090423584
462,462,,E14001525,0.0
463,463,,E14001526,0.20254506170749664
464,464,,E14001527,0.21497713029384613
465,465,,E14001528,0.0
466,466,,E14001529,0.19373318552970886
467,467,,E14001530,0.21815986931324005
468,468,,E14001531,0.16919724643230438
469,469,,E14001532,0.21233291923999786
470,470,,E14001533,0.21325190365314484
471,471,,E14001534,0.0
472,472,,E14001535,0.0
473,473,,E14001536,0.20039024949073792
474,474,,E14001537,0.0
475,475,,E14001538,0.1988963484764099
476,476,,E14001539,0.1882113516330719
477,477,,E14001540,0.1830441951751709
478,478,,E14001541,0.19453516602516174
479,479,,E14001542,0.1984032392501831
480,480,,E14001543,0.19483371078968048
481,481,,E14001544,0.18515951931476593
482,482,,E14001545,0.18919850885868073
483,483,,E14001546,0.21429719030857086
484,484,,E14001547,0.0
485,485,,E14001548,0.1668163537979126
486,486,,E14001549,0.21538066864013672
487,487,,E14001550,0.0
488,488,,E14001551,0.0
489,489,,E14001552,0.15468597412109375
490,490,,E14001553,0.0
491,491,,E14001554,0.1413424015045166
492,492,,E14001555,0.2156434953212738
493,493,,E14001556,0.0
494,494,,E14001557,0.0
495,495,,E14001558,0.0
496,496,,E14001559,0.0
497,497,,E14001560,0.19268304109573364
498,498,,E14001561,0.16597402095794678
499,499,,E14001562,0.19460363686084747
500,500,,E14001563,0.0
501,501,,E14001564,0.18478193879127502
502,502,,E14001565,0.0
503,503,,E14001566,0.20329001545906067
504,504,,E14001567,0.16923975944519043
505,505,,E14001568,0.0
506,506,,E14001569,0.21766701340675354
507,507,,E14001570,0.2178138792514801
508,508,,E14001571,0.2164500653743744
509,509,,E14001572,0.1847333163022995
510,510,,E14001573,0.21705535054206848
511,511,,E14001574,0.0
512,512,,E14001575,0.18086081743240356
513,513,,E14001576,0.0
514,514,,E14001577,0.16921062767505646
515,515,,E14001578,0.22123940289020538
516,516,,E14001579,0.19823041558265686
517,517,,E14001580,0.16807249188423157
518,518,,E14001581,0.0
519,519,,E14001582,0.19513575732707977
520,520,,E14001583,0.14942972362041473
521,521,,E14001584,0.17821121215820312
522,522,,E14001585,0.1751461625099182
523,523,,E14001586,0.0
524,524,,E14001587,0.19939763844013214
525,525,,E14001588,0.21370047330856323
526,526,,E14001589,0.0
527,527,,E14001590,0.21407024562358856
528,528,,E14001591,0.20447354018688202
529,529,,E14001592,0.2136780470609665
530,530,,E14001593,0.20995548367500305
531,531,,E14001594,0.1936887800693512
532,532,,E14001595,0.0
533,533,,E14001596,0.0
534,534,,E14001597,0.19880251586437225
535,535,,E14001598,0.18315674364566803
536,536,,E14001599,0.0
537,537,,E14001600,0.21079802513122559
538,538,,E14001601,0.19593961536884308
539,539,,E14001602,0.18562035262584686
540,540,,E14001603,0.18543089926242828
541,541,,E14001604,0.0
542,542,,E14001605,0.19369365274906158
543,543,,N05000001,0.0989302545785904
544,544,,N05000002,0.0
545,545,,N05000003,0.09805996716022491
546,546,,N05000004,0.09647224843502045
547,547,,N05000005,0.09724388271570206
548,548,,N05000006,0.09551097452640533
549,549,,N05000007,0.09082261472940445
550,550,,N05000008,0.0892983227968216
551,551,,N05000009,0.09619070589542389
552,552,,N05000010,0.09967200458049774
553,553,,N05000011,0.09743351489305496
554,554,,N05000012,0.09794376790523529
555,555,,N05000013,0.0
556,556,,N05000014,0.09659738093614578
557,557,,N05000015,0.09706728160381317
558,558,,N05000016,0.10131069272756577
559,559,,N05000017,0.09931467473506927
560,560,,N05000018,0.09240967780351639
561,561,,S14000021,0.1431058943271637
562,562,,S14000027,0.08945430815219879
563,563,,S14000045,0.14366254210472107
564,564,,S14000048,0.12685847282409668
565,565,,S14000051,0.10344816744327545
566,566,,S14000060,0.1413664072751999
567,567,,S14000061,0.14101384580135345
568,568,,S14000062,0.13302861154079437
569,569,,S14000063,0.14698651432991028
570,570,,S14000064,0.15694986283779144
571,571,,S14000065,0.1509639173746109
572,572,,S14000066,0.14576223492622375
573,573,,S14000067,0.13206957280635834
574,574,,S14000068,0.14892621338367462
575,575,,S14000069,0.12813504040241241
576,576,,S14000070,0.0
577,577,,S14000071,0.14476139843463898
578,578,,S14000072,0.1510518491268158
579,579,,S14000073,0.13948750495910645
580,580,,S14000074,0.14854669570922852
581,581,,S14000075,0.0
582,582,,S14000076,0.15161913633346558
583,583,,S14000077,0.14208988845348358
584,584,,S14000078,0.0
585,585,,S14000079,0.0
586,586,,S14000080,0.14259447157382965
587,587,,S14000081,0.14493945240974426
588,588,,S14000082,0.0
589,589,,S14000083,0.15132218599319458
590,590,,S14000084,0.0
591,591,,S14000085,0.1494670957326889
592,592,,S14000086,0.15021845698356628
593,593,,S14000087,0.0
594,594,,S14000088,0.0
595,595,,S14000089,0.0
596,596,,S14000090,0.14527323842048645
597,597,,S14000091,0.13982371985912323
598,598,,S14000092,0.14133797585964203
599,599,,S14000093,0.1433374285697937
600,600,,S14000094,0.13214966654777527
601,601,,S14000095,0.1465984284877777
602,602,,S14000096,0.13721276819705963
603,603,,S14000097,0.15140216052532196
604,604,,S14000098,0.14677952229976654
605,605,,S14000099,0.1458073854446411
606,606,,S14000100,0.14525988698005676
607,607,,S14000101,0.14649470150470734
608,608,,S14000102,0.1395081728696823
609,609,,S14000103,0.1573263257741928
610,610,,S14000104,0.14607033133506775
611,611,,S14000105,0.15353037416934967
612,612,,S14000106,0.1520100086927414
613,613,,S14000107,0.1296781301498413
614,614,,S14000108,0.15099234879016876
615,615,,S14000109,0.1304473876953125
616,616,,S14000110,0.13486644625663757
617,617,,S14000111,0.14805838465690613
618,618,,W07000081,0.1606837958097458
619,619,,W07000082,0.17972928285598755
620,620,,W07000083,0.15607258677482605
621,621,,W07000084,0.17465156316757202
622,622,,W07000085,0.16958710551261902
623,623,,W07000086,0.16080480813980103
624,624,,W07000087,0.1597302407026291
625,625,,W07000088,0.1711653620004654
626,626,,W07000089,0.0
627,627,,W07000090,0.17079441249370575
628,628,,W07000091,0.0
629,629,,W07000092,0.16881950199604034
630,630,,W07000093,0.1549237221479416
631,631,,W07000094,0.1720198690891266
632,632,,W07000095,0.16336992383003235
633,633,,W07000096,0.15225692093372345
634,634,,W07000097,0.15605592727661133
635,635,,W07000098,0.159401535987854
636,636,,W07000099,0.16929802298545837
637,637,,W07000100,0.13340924680233002
638,638,,W07000101,0.18870298564434052
639,639,,W07000102,0.1704111248254776
640,640,,W07000103,0.16091181337833405
641,641,,W07000104,0.1843835413455963
642,642,,W07000105,0.17544983327388763
643,643,,W07000106,0.1689983606338501
644,644,,W07000107,0.16468338668346405
645,645,,W07000108,0.0
646,646,,W07000109,0.17778152227401733
647,647,,W07000110,0.16538318991661072
648,648,,W07000111,0.18518321216106415
649,649,,W07000112,0.13239751756191254
